epoch,best,mean,std
0,21.957753991631687,20.755132509433977,0.7272118268619027
1,22.071614217525358,20.446906196506657,0.9819559998633924
2,22.071614217525358,20.220698690946747,1.0913478920720479
3,22.111059748015983,20.030233243682048,1.0888122505046107
4,22.128965669210128,19.84923173127959,1.177016191224921
5,22.128965669210128,19.79841956160927,1.3091823936338134
6,22.128965669210128,19.514337664831,1.4331898245860226
7,22.128965669210128,19.356652530480375,1.4871081653284985
8,22.128965669210128,19.380205294446423,1.4558169520308242
9,22.128965669210128,19.174954763194147,1.6505721027833422
10,22.128965669210128,19.13797966544488,1.7599318117964065
11,22.128965669210128,19.257351206400593,1.638624894087953
12,22.140438522595616,19.195661910007832,1.6110638148771415
13,22.140438522595616,19.090931274634805,1.7573728706034835
14,22.140438522595616,19.013423043694093,1.7467237499889634
15,22.140438522595616,18.980012855444027,1.6577715941121025
16,22.140438522595616,18.996275518444428,1.675583534319125
17,22.140438522595616,19.06521161492844,1.709309748718575
18,22.140438522595616,19.17539115033688,1.7429143931778672
19,22.140438522595616,19.062088586328272,1.7155260612380692
20,22.140438522595616,19.003991228643617,1.8460844610405824
21,22.14894725625515,18.98718228615357,1.8682197978548791
22,22.14894725625515,18.955648740337807,1.8816458098607514
23,22.14894725625515,18.964026824395884,1.7730799919320248
24,22.14894725625515,18.953119183602627,1.8519323510288213
25,22.14894725625515,19.08677495895479,1.8070415764652903
26,22.14894725625515,19.071681821631827,1.7357138889884105
27,22.14894725625515,18.948550517782056,1.6332422087430567
28,22.14894725625515,19.03421356202401,1.6282288851510414
29,22.14894725625515,18.966935185290627,1.6269821417515353
30,22.14894725625515,19.113217686518496,1.6419278726127855
31,22.14894725625515,19.254618014315774,1.5880611209164046
32,22.14894725625515,19.333956887513338,1.5214123458820041
33,22.14894725625515,19.225927419703336,1.689623653839839
34,22.14894725625515,19.142645120460294,1.8825554350109277
35,22.14894725625515,18.97857440545893,1.9205327432642578
36,22.14894725625515,19.04476212799511,1.7402397205792595
37,22.14894725625515,19.19464066331867,1.6808123031081421
38,22.14894725625515,19.368373482775418,1.499700337530239
39,22.14894725625515,19.427681905948493,1.5331117092734252
40,22.14894725625515,19.460629339736034,1.4325041865942574
41,22.14894725625515,19.37983876690852,1.4417046968440064
42,22.14894725625515,19.217863187961306,1.584131809079118
43,22.14894725625515,19.303535378333795,1.5887646036521514
44,22.14894725625515,19.4167213351363,1.4442747388489736
45,22.14894725625515,19.418228945751835,1.5659623277974244
46,22.14894725625515,19.513940656774327,1.511656140933496
47,22.14894725625515,19.379198497979925,1.725434847431573
48,22.14894725625515,19.250991817055574,1.780896002553574
49,22.18843294604224,19.561475459127557,1.466046587100886
50,22.18843294604224,19.42639570343844,1.6082823770644379
51,22.18843294604224,19.621314844925173,1.5805381284869247
52,22.18843294604224,19.595917727785746,1.3996355673079215
53,22.18843294604224,19.69140975716662,1.3069670530123472
54,22.18843294604224,19.621129739299306,1.3858501994434076
55,22.18843294604224,19.4778043260975,1.4913595376730857
56,22.18843294604224,19.422765422080705,1.5933981131809238
57,22.18843294604224,19.61143198963558,1.3806440592605371
58,22.18843294604224,19.50430579415951,1.4050437144737342
59,22.18843294604224,19.521887261058197,1.430579545649106
60,22.18843294604224,19.395629689768988,1.3423704698254761
61,22.18843294604224,19.29024488953668,1.5555120705146903
62,22.212369746854115,19.28461984535776,1.5397013285584331
63,22.212369746854115,19.187514575889036,1.519518221361164
64,22.212369746854115,19.230915393320437,1.478837553669253
65,22.212369746854115,19.324831799255914,1.5356909950144781
66,22.212369746854115,19.25582744406895,1.5744458802656573
67,22.212369746854115,19.24665163314258,1.5277729262831672
68,22.212369746854115,19.113503501234703,1.7231113746357931
69,22.212369746854115,19.049441591386273,1.7179802235681518
70,22.212369746854115,18.995132790097223,1.7529717661777675
71,22.212369746854115,18.873467130877263,1.770004804173733
72,22.212369746854115,19.01901976243252,1.7407072309365716
73,22.212369746854115,19.16751140752175,1.6479788975392473
74,22.212369746854115,19.112110735846034,1.5817597032135864
75,22.212369746854115,19.063979648257625,1.6618671628117765
76,22.212369746854115,18.97122792398083,1.8124889726967583
77,22.212369746854115,19.029636022584295,1.7771455610596258
78,22.212369746854115,18.902032546034548,1.7702933185149483
79,22.212369746854115,18.957992200352166,1.7680554018057222
80,22.217762828918076,19.0145289704109,1.7222134427843965
81,22.221930521148632,19.13976935738836,1.7016508437735995
82,22.221930521148632,19.171029413008956,1.7709487979253529
83,22.221930521148632,19.232022147675625,1.6760390302035786
84,22.221930521148632,19.103199132931554,1.6682419297262743
85,22.221930521148632,19.078727634666446,1.78730804975079
86,22.221930521148632,19.024177251141197,1.8252992236893915
87,22.221930521148632,18.985919180513505,1.7419124963291128
88,22.221930521148632,18.946715984575338,1.6938892570944086
89,22.221930521148632,19.0359251812574,1.6753758856123233
90,22.221930521148632,18.964285319479455,1.7593977173293258
91,22.221930521148632,18.90348062310138,1.853734382939139
92,22.221930521148632,18.960014715736925,1.8778942817460929
93,22.221930521148632,18.956227243661516,1.8870837124876485
94,22.221930521148632,19.193831065402716,1.69457411917783
95,22.221930521148632,19.15924042550708,1.670366128846989
96,22.221930521148632,19.12433963663995,1.6773417155509789
97,22.221930521148632,19.01324583918438,1.833126719352191
98,22.221930521148632,19.067469734204888,1.7089445373085586
99,22.221930521148632,19.344125882273495,1.5221402935661175
100,22.221930521148632,19.260219076373577,1.583563713508137
101,22.221930521148632,19.303601023607616,1.5493217029499138
102,22.221930521148632,19.289961932555954,1.5422860332463442
103,22.221930521148632,19.23291369648173,1.7257359018533323
104,22.221930521148632,19.265985393841895,1.6176919261185447
105,22.221930521148632,19.303324430431342,1.6278437526219875
106,22.221930521148632,19.149092529564804,1.7641579884791945
107,22.221930521148632,19.12721020882223,1.8177734115763775
108,22.221930521148632,18.959885139736517,1.6705923112035348
109,22.221930521148632,19.192931305181148,1.5499669308061301
110,22.221930521148632,19.40320181321924,1.6543410548740987
111,22.226950359023952,19.255284244234193,1.668437524436814
112,22.226950359023952,19.436811269771972,1.5870269169694258
113,22.226950359023952,19.38534309398735,1.6028651086012866
114,22.226950359023952,19.29881659324698,1.6267229794575264
115,22.226950359023952,19.250388161613824,1.6095169222587533
116,22.226950359023952,19.198041321338295,1.6343970349241705
117,22.226950359023952,19.22442354510052,1.7901951543819035
118,22.226950359023952,19.247954671086912,1.7103502421566308
119,22.226950359023952,19.28811461591308,1.6107107227259563
120,22.226950359023952,19.272818967044238,1.64645549819927
121,22.226950359023952,19.02976008854729,1.832906578892692
122,22.226950359023952,19.081177035477143,1.8944074653242844
123,22.226950359023952,19.209174900238715,1.7561113806944844
124,22.226950359023952,19.594138944790366,1.5691720554277004
125,22.226950359023952,19.531280526813045,1.525705388813712
126,22.226950359023952,19.5157129743796,1.5097760759457721
127,22.226950359023952,19.44877323388817,1.516848058004792
128,22.226950359023952,19.399598140887036,1.6770780251299557
129,22.226950359023952,19.44999873557014,1.677703493644265
130,22.226950359023952,19.342309633555747,1.6702080789695624
131,22.226950359023952,19.418834344882416,1.5151404545759217
132,22.226950359023952,19.45023924676242,1.4868452334380027
133,22.226950359023952,19.452865302772565,1.40534682107134
134,22.226950359023952,19.345097749216244,1.5517404307326834
135,22.226950359023952,19.209941934149537,1.6990312892240622
136,22.226950359023952,19.226453834581843,1.5783790221534586
137,22.226950359023952,19.181396683154396,1.533764044626713
138,22.226950359023952,19.316846292081493,1.6105983028504913
139,22.226950359023952,19.25972156485321,1.777823705311246
140,22.226950359023952,19.288163952731324,1.6694822517486863
141,22.226950359023952,19.22695939913678,1.7904444378837654
142,22.226950359023952,19.313085721899625,1.598180734495423
143,22.226950359023952,19.098642779168145,1.8562117761231114
144,22.226950359023952,19.210145314618423,1.7939717276699325
145,22.226950359023952,19.382566001826078,1.6178014993650869
146,22.226950359023952,19.303857167564967,1.71473269104058
147,22.226950359023952,19.383812847352246,1.59085800416514
148,22.226950359023952,19.487640287515337,1.5182119391887754
149,22.226950359023952,19.29860611865363,1.6350962621317864
150,22.226950359023952,19.384490750682417,1.5399115009645545
151,22.226950359023952,19.181727400561012,1.7852583036776344
152,22.226950359023952,19.270421510114883,1.7132444394730026
153,22.226950359023952,19.368610782446616,1.6233787653172127
154,22.226950359023952,19.4136246030432,1.5947641660253198
155,22.226950359023952,19.50100246568984,1.503253354470911
156,22.226950359023952,19.416115167605348,1.5960603524965005
157,22.226950359023952,19.367219531379096,1.6060284988407112
158,22.226950359023952,19.486258472597157,1.4793433809790622
159,22.226950359023952,19.416793409587704,1.5166124785028066
160,22.226950359023952,19.196442645050688,1.6844776702342001
161,22.226950359023952,19.358560852798778,1.6057411579987004
162,22.226950359023952,19.265680917351457,1.6148110233126145
163,22.226950359023952,19.341356122082303,1.5754174703224513
164,22.226950359023952,19.31550878461142,1.6980166211292334
165,22.226950359023952,19.314116742761193,1.5543449139624106
166,22.226950359023952,19.4035158422722,1.574291768278044
167,22.226950359023952,19.479946505095942,1.5126082101758662
168,22.226950359023952,19.306094621106975,1.5769245983611526
169,22.226950359023952,19.440073687762357,1.467981597194072
170,22.226950359023952,19.327073537042683,1.6467812328268205
171,22.226950359023952,19.3493025598549,1.6184321687466996
172,22.226950359023952,19.366198866721998,1.622534028238289
173,22.226950359023952,19.42377091824367,1.6273685855173936
174,22.226950359023952,19.411977051591332,1.6742948556959636
175,22.226950359023952,19.355549418395523,1.6496602667771172
176,22.226950359023952,19.39717442477178,1.5972889906714836
177,22.226950359023952,19.46268429141514,1.693291606258502
178,22.226950359023952,19.27205141596103,1.7184484737663366
179,22.226950359023952,19.352236191595146,1.6303669481319436
180,22.226950359023952,19.258368882608632,1.666477461387418
181,22.226950359023952,19.333173864268954,1.611984360024519
182,22.226950359023952,19.401704063640967,1.6002811476646497
183,22.226950359023952,19.205085776522754,1.7079338363876855
184,22.226950359023952,19.30749107424815,1.5757003355859711
185,22.226950359023952,19.440401310594016,1.6580415003871822
186,22.226950359023952,19.473520893278554,1.569273132746768
